signal,agg,signal_col,description,ret_col,lag_days,n_days,ic,ls_spread,cum_sign_ret,industry,industry_label,max_rank,horizon,horizon_label,label_obs_tweets
sig_top_rank_only,wmean,sig_top_rank_only_wmean,仅行业排名前3 KOL,ind_ret_1d,1,38,-0.2407,-0.00184,-0.048778,ai_tech,AI / 大模型,all,1d,1日,543
sig_bull_only,wmean,sig_bull_only_wmean,仅看多情绪 × Influence,ind_ret_1d,1,38,-0.2497,-0.003556,0.044827,ai_tech,AI / 大模型,all,1d,1日,543
sig_views_weighted,wmean,sig_views_weighted_wmean,情绪 × log(views),ind_ret_1d,1,38,-0.2626,-0.007666,-0.062283,ai_tech,AI / 大模型,all,1d,1日,543
sig_sentiment_delta,sum,sig_sentiment_delta_sum,情绪相对5日均值突变 × 当日影响力,ind_ret_1d,1,36,-0.2828,-0.007562,-0.145402,ai_tech,AI / 大模型,all,1d,1日,543
sig_rank_weighted,sum,sig_rank_weighted_sum,Sentiment × Influence × Top排名权重,ind_ret_1d,1,38,-0.2946,-0.00691,-0.092127,ai_tech,AI / 大模型,all,1d,1日,543
sig_attention,wmean,sig_attention_wmean,Influence × sign(Sentiment),ind_ret_1d,1,38,-0.2949,-0.007387,-0.096227,ai_tech,AI / 大模型,all,1d,1日,543
sig_top_rank_only,sum,sig_top_rank_only_sum,仅行业排名前3 KOL,ind_ret_1d,1,38,-0.3071,-0.00184,-0.048778,ai_tech,AI / 大模型,all,1d,1日,543
sig_engagement,wmean,sig_engagement_wmean,情绪 × 相对自身互动惊喜度,ind_ret_1d,1,38,-0.3155,-0.006914,-0.055933,ai_tech,AI / 大模型,all,1d,1日,543
sig_bull_x_eng,wmean,sig_bull_x_eng_wmean,看多帖 × 互动惊喜（对照）,ind_ret_1d,1,38,-0.3194,-0.004143,0.068695,ai_tech,AI / 大模型,all,1d,1日,543
sig_original_post,sum,sig_original_post_sum,非转发帖 × Sentiment × Influence,ind_ret_1d,1,38,-0.3404,-0.009256,-0.062283,ai_tech,AI / 大模型,all,1d,1日,543
sig_baseline,sum,sig_baseline_sum,Sentiment × Influence（原版）,ind_ret_1d,1,38,-0.3408,-0.008959,-0.076282,ai_tech,AI / 大模型,all,1d,1日,543
sig_momentum,sum,sig_momentum_sum,跟随情绪 × 影响力（非反转）,ind_ret_1d,1,38,-0.3408,-0.008959,-0.076282,ai_tech,AI / 大模型,all,1d,1日,543
sig_sentiment_x_likes,sum,sig_sentiment_x_likes_sum,Sentiment × log(1+likes),ind_ret_1d,1,38,-0.359,-0.007736,-0.036161,ai_tech,AI / 大模型,all,1d,1日,543
sig_attention_raw,sum,sig_attention_raw_sum,纯 Influence（无情绪）,ind_ret_1d,1,38,-0.3632,-0.002591,0.094425,ai_tech,AI / 大模型,all,1d,1日,543
sig_net_crowd_contrarian,sum,sig_net_crowd_contrarian_sum,(看空占比−看多占比) × 情绪反转,ind_ret_1d,1,38,-0.3694,-0.003762,0.087438,ai_tech,AI / 大模型,all,1d,1日,543
sig_bull_only,sum,sig_bull_only_sum,仅看多情绪 × Influence,ind_ret_1d,1,38,-0.3757,-0.005648,0.044827,ai_tech,AI / 大模型,all,1d,1日,543
sig_attention,sum,sig_attention_sum,Influence × sign(Sentiment),ind_ret_1d,1,38,-0.3939,-0.006184,-0.09282,ai_tech,AI / 大模型,all,1d,1日,543
sig_views_weighted,sum,sig_views_weighted_sum,情绪 × log(views),ind_ret_1d,1,38,-0.3978,-0.005601,-0.016563,ai_tech,AI / 大模型,all,1d,1日,543
sig_engagement,sum,sig_engagement_sum,情绪 × 相对自身互动惊喜度,ind_ret_1d,1,38,-0.3981,-0.005324,-0.025995,ai_tech,AI / 大模型,all,1d,1日,543
sig_bull_x_eng,sum,sig_bull_x_eng_sum,看多帖 × 互动惊喜（对照）,ind_ret_1d,1,38,-0.4014,-0.006254,0.068695,ai_tech,AI / 大模型,all,1d,1日,543
sig_momentum_daily,sum,sig_momentum_daily_sum,跟随行业情绪动量（非反转）,ind_ret_1d,1,38,-0.4202,-0.008805,-0.072593,ai_tech,AI / 大模型,all,1d,1日,543
sig_bull_crowd,sum,sig_bull_crowd_sum,看多帖占比 × 情绪（拥挤做多，对照）,ind_ret_1d,1,38,-0.4313,-0.006233,0.000873,ai_tech,AI / 大模型,all,1d,1日,543
sig_nlp_lex_disagree,sum,sig_nlp_lex_disagree_sum,NLP 与词典情绪不一致时反转,ind_ret_1d,1,38,,,,ai_tech,AI / 大模型,all,1d,1日,543
sig_nlp_lex_disagree,wmean,sig_nlp_lex_disagree_wmean,NLP 与词典情绪不一致时反转,ind_ret_1d,1,38,,,,ai_tech,AI / 大模型,all,1d,1日,543
sig_rank1_momentum,wmean,sig_rank1_momentum_wmean,仅行业 #1 KOL 跟随,ind_ret_1d,1,22,0.605,0.014589,0.088362,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_attention,wmean,sig_attention_wmean,Influence × sign(Sentiment),ind_ret_1d,1,22,0.5105,0.015416,0.093958,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bear_only,sum,sig_bear_only_sum,仅看空情绪 × Influence,ind_ret_1d,1,22,0.4757,0.010495,0.032271,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bear_only,wmean,sig_bear_only_wmean,仅看空情绪 × Influence,ind_ret_1d,1,22,0.3928,0.011011,0.032271,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_attention_raw,wmean,sig_attention_raw_wmean,纯 Influence（无情绪）,ind_ret_1d,1,22,0.3759,0.012535,0.042086,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_imbalance_contrarian,sum,sig_imbalance_contrarian_sum,情绪方向 × 影响力反转,ind_ret_1d,1,22,0.3474,0.004413,-0.042086,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_dispersion_contrarian,sum,sig_dispersion_contrarian_sum,高分歧日 × 情绪反转,ind_ret_1d,1,22,0.3418,4.3e-05,-0.001637,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_sentiment_delta_contra,sum,sig_sentiment_delta_contra_sum,情绪突变反转 × 影响力,ind_ret_1d,1,20,0.3373,0.006467,0.016152,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_rank1_momentum,sum,sig_rank1_momentum_sum,仅行业 #1 KOL 跟随,ind_ret_1d,1,22,0.325,0.010897,0.088362,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_post_burst_contrarian,sum,sig_post_burst_contrarian_sum,发帖密集日 × 情绪反转,ind_ret_1d,1,22,0.2988,-0.005942,-0.077506,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_rank_weighted,wmean,sig_rank_weighted_wmean,Sentiment × Influence × Top排名权重,ind_ret_1d,1,22,0.2914,0.009795,0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_attention,sum,sig_attention_sum,Influence × sign(Sentiment),ind_ret_1d,1,22,0.2863,0.012062,0.093958,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bull_fade,sum,sig_bull_fade_sum,仅明显看多帖反转（拥挤做多）,ind_ret_1d,1,22,0.2645,-0.004055,-0.046592,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_strong_bull_fade,sum,sig_strong_bull_fade_sum,强看多 (s>0.2) 反转,ind_ret_1d,1,22,0.2554,-0.004055,-0.046592,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_consensus_contrarian,sum,sig_consensus_contrarian_sum,行业共识情绪反转（|均值|×影响力）,ind_ret_1d,1,22,0.2431,-0.006302,-0.077506,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_contrarian_views,sum,sig_contrarian_views_sum,反转 × log(views),ind_ret_1d,1,22,0.2152,-0.001335,-0.03592,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_original_post,wmean,sig_original_post_wmean,非转发帖 × Sentiment × Influence,ind_ret_1d,1,22,0.195,0.006669,0.083075,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bear_crowd,sum,sig_bear_crowd_sum,看空帖占比 × 情绪反转（恐慌反弹）,ind_ret_1d,1,22,0.1747,-0.00121,-0.00803,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_extreme_contrarian,sum,sig_extreme_contrarian_sum,仅极端情绪帖（|s|≥0.2）反转,ind_ret_1d,1,22,0.1644,-0.005861,-0.072115,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_contrarian,sum,sig_contrarian_sum,−Sentiment × Influence（反转）,ind_ret_1d,1,22,0.1594,-0.005942,-0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_nlp_minus_lex,sum,sig_nlp_minus_lex_sum,NLP 与词典差 × 反转,ind_ret_1d,1,22,0.1594,-0.005942,-0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_engagement,wmean,sig_engagement_wmean,情绪 × 相对自身互动惊喜度,ind_ret_1d,1,22,0.1505,0.006939,0.067199,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_contrarian_top3,sum,sig_contrarian_top3_sum,仅Top3 KOL的反转信号（日频 sum）,ind_ret_1d,1,22,0.1431,-0.006741,-0.087868,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_contrarian_orig,sum,sig_contrarian_orig_sum,仅原创帖（非 RT）反转,ind_ret_1d,1,22,0.1424,-0.005412,-0.083075,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_contrarian_x_viral,sum,sig_contrarian_x_viral_sum,反转 × 互动惊喜度（连续加权）,ind_ret_1d,1,22,0.1421,-0.005386,-0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_momentum,wmean,sig_momentum_wmean,跟随情绪 × 影响力（非反转）,ind_ret_1d,1,22,0.1364,0.006269,0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_baseline,wmean,sig_baseline_wmean,Sentiment × Influence（原版）,ind_ret_1d,1,22,0.1364,0.006269,0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_top_rank_only,wmean,sig_top_rank_only_wmean,仅行业排名前3 KOL,ind_ret_1d,1,22,0.1357,0.006269,0.087868,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_views_weighted,wmean,sig_views_weighted_wmean,情绪 × log(views),ind_ret_1d,1,22,0.1297,0.0069,0.083075,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_imbalance_contrarian,wmean,sig_imbalance_contrarian_wmean,情绪方向 × 影响力反转,ind_ret_1d,1,22,0.1225,-0.002569,-0.042086,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bull_x_eng,wmean,sig_bull_x_eng_wmean,看多帖 × 互动惊喜（对照）,ind_ret_1d,1,22,0.109,0.00624,0.054295,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_surprise_contrarian,sum,sig_surprise_contrarian_sum,相对该 KOL 历史情绪的意外 × 反转,ind_ret_1d,1,22,0.0953,-0.001339,-0.070105,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_rt_contrarian,wmean,sig_rt_contrarian_wmean,仅转发帖反转,ind_ret_1d,1,22,0.076,-0.001036,-0.018009,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_sentiment_x_likes,wmean,sig_sentiment_x_likes_wmean,Sentiment × log(1+likes),ind_ret_1d,1,22,0.075,0.004763,0.067199,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_rt_contrarian,sum,sig_rt_contrarian_sum,仅转发帖反转,ind_ret_1d,1,22,0.064,-0.001036,-0.018009,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_viral_contrarian,sum,sig_viral_contrarian_sum,高互动惊喜帖才做情绪反转,ind_ret_1d,1,22,0.0516,-0.006487,-0.058424,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bull_only,wmean,sig_bull_only_wmean,仅看多情绪 × Influence,ind_ret_1d,1,22,0.0304,0.006269,0.056094,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_kol_breadth_contrarian,sum,sig_kol_breadth_contrarian_sum,参与 KOL 数 × 情绪反转,ind_ret_1d,1,22,-0.0051,-0.00547,-0.077506,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bull_fade,wmean,sig_bull_fade_wmean,仅明显看多帖反转（拥挤做多）,ind_ret_1d,1,22,-0.0312,-0.003583,-0.046592,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_unanimity_contrarian,sum,sig_unanimity_contrarian_sum,低分歧时加强反转（一致预期）,ind_ret_1d,1,22,-0.0404,-0.006302,-0.077506,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_strong_bull_fade,wmean,sig_strong_bull_fade_wmean,强看多 (s>0.2) 反转,ind_ret_1d,1,22,-0.0412,-0.003583,-0.046592,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_rank_weighted,sum,sig_rank_weighted_sum,Sentiment × Influence × Top排名权重,ind_ret_1d,1,22,-0.08,0.006741,0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_surprise_contrarian,wmean,sig_surprise_contrarian_wmean,相对该 KOL 历史情绪的意外 × 反转,ind_ret_1d,1,22,-0.0891,-0.003337,-0.070105,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_extreme_contrarian,wmean,sig_extreme_contrarian_wmean,仅极端情绪帖（|s|≥0.2）反转,ind_ret_1d,1,22,-0.117,-0.008916,-0.072115,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_net_crowd_contrarian,sum,sig_net_crowd_contrarian_sum,(看空占比−看多占比) × 情绪反转,ind_ret_1d,1,22,-0.1236,0.006595,0.052293,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_contrarian_views,wmean,sig_contrarian_views_wmean,反转 × log(views),ind_ret_1d,1,22,-0.1297,-0.0069,-0.083075,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_contrarian_top3,wmean,sig_contrarian_top3_wmean,仅Top3 KOL的反转信号（日频 sum）,ind_ret_1d,1,22,-0.1357,-0.006269,-0.087868,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_nlp_minus_lex,wmean,sig_nlp_minus_lex_wmean,NLP 与词典差 × 反转,ind_ret_1d,1,22,-0.1364,-0.006269,-0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_contrarian,wmean,sig_contrarian_wmean,−Sentiment × Influence（反转）,ind_ret_1d,1,22,-0.1364,-0.006269,-0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bear_crowd_strict,sum,sig_bear_crowd_strict_sum,严格恐慌：bear_ratio>0.5 才 bear_crowd,ind_ret_1d,1,22,-0.1401,-0.001004,-0.007503,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_original_post,sum,sig_original_post_sum,非转发帖 × Sentiment × Influence,ind_ret_1d,1,22,-0.1424,0.005412,0.083075,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_top_rank_only,sum,sig_top_rank_only_sum,仅行业排名前3 KOL,ind_ret_1d,1,22,-0.1431,0.006741,0.087868,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_engagement,sum,sig_engagement_sum,情绪 × 相对自身互动惊喜度,ind_ret_1d,1,22,-0.1462,0.002153,0.05022,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bull_crowd,sum,sig_bull_crowd_sum,看多帖占比 × 情绪（拥挤做多，对照）,ind_ret_1d,1,22,-0.1533,0.006302,0.071987,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_momentum,sum,sig_momentum_sum,跟随情绪 × 影响力（非反转）,ind_ret_1d,1,22,-0.1594,0.005942,0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_baseline,sum,sig_baseline_sum,Sentiment × Influence（原版）,ind_ret_1d,1,22,-0.1594,0.005942,0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_sentiment_x_likes,sum,sig_sentiment_x_likes_sum,Sentiment × log(1+likes),ind_ret_1d,1,22,-0.1861,0.004282,0.067199,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_momentum_daily,sum,sig_momentum_daily_sum,跟随行业情绪动量（非反转）,ind_ret_1d,1,22,-0.1884,0.005942,0.077506,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_contrarian_orig,wmean,sig_contrarian_orig_wmean,仅原创帖（非 RT）反转,ind_ret_1d,1,22,-0.195,-0.006669,-0.083075,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_views_weighted,sum,sig_views_weighted_sum,情绪 × log(views),ind_ret_1d,1,22,-0.2152,0.001335,0.03592,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_contrarian_x_viral,wmean,sig_contrarian_x_viral_wmean,反转 × 互动惊喜度（连续加权）,ind_ret_1d,1,22,-0.219,-0.008043,-0.094485,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_attention_raw,sum,sig_attention_raw_sum,纯 Influence（无情绪）,ind_ret_1d,1,22,-0.2236,0.007521,0.042086,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bull_x_eng,sum,sig_bull_x_eng_sum,看多帖 × 互动惊喜（对照）,ind_ret_1d,1,22,-0.2417,0.003583,0.054295,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_dual_confirm_contra,wmean,sig_dual_confirm_contra_wmean,看空 + 高互动双重确认反转,ind_ret_1d,1,22,-0.2567,-0.001738,-0.027279,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bull_only,sum,sig_bull_only_sum,仅看多情绪 × Influence,ind_ret_1d,1,22,-0.2675,0.006741,0.056094,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_strong_bear_only,wmean,sig_strong_bear_only_wmean,强看空 (s<-0.2) 反转,ind_ret_1d,1,22,-0.2904,-0.002313,-0.025523,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bear_x_eng,wmean,sig_bear_x_eng_wmean,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,22,-0.3193,-0.001637,-0.018262,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_rank1_contrarian,sum,sig_rank1_contrarian_sum,仅行业 #1 KOL 反转,ind_ret_1d,1,22,-0.325,-0.010897,-0.088362,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_sentiment_delta,sum,sig_sentiment_delta_sum,情绪相对5日均值突变 × 当日影响力,ind_ret_1d,1,20,-0.3373,-0.006467,-0.016152,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_viral_contrarian,wmean,sig_viral_contrarian_wmean,高互动惊喜帖才做情绪反转,ind_ret_1d,1,22,-0.3566,-0.006487,-0.058424,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_disagreement,sum,sig_disagreement_sum,sig_disagreement,ind_ret_1d,1,22,-0.3615,-0.004014,-0.005766,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bear_bounce,wmean,sig_bear_bounce_wmean,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,22,-0.3912,-0.01218,-0.037151,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_dual_confirm_contra,sum,sig_dual_confirm_contra_sum,看空 + 高互动双重确认反转,ind_ret_1d,1,22,-0.3968,-0.001738,-0.027279,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_strong_bear_only,sum,sig_strong_bear_only_sum,强看空 (s<-0.2) 反转,ind_ret_1d,1,22,-0.4103,-0.002313,-0.025523,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bear_x_eng,sum,sig_bear_x_eng_sum,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,22,-0.4451,-0.001637,-0.018262,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_bear_bounce,sum,sig_bear_bounce_sum,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,22,-0.4717,-0.010436,-0.037151,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_rank1_contrarian,wmean,sig_rank1_contrarian_wmean,仅行业 #1 KOL 反转,ind_ret_1d,1,22,-0.605,-0.014589,-0.088362,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_nlp_lex_disagree,sum,sig_nlp_lex_disagree_sum,NLP 与词典情绪不一致时反转,ind_ret_1d,1,22,,,,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_nlp_lex_disagree,wmean,sig_nlp_lex_disagree_wmean,NLP 与词典情绪不一致时反转,ind_ret_1d,1,22,,,,ai_tools,AI 工具 / Agent,all,1d,1日,543
sig_attention_raw,sum,sig_attention_raw_sum,纯 Influence（无情绪）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_attention_raw,wmean,sig_attention_raw_wmean,纯 Influence（无情绪）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_attention,sum,sig_attention_sum,Influence × sign(Sentiment),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_attention,wmean,sig_attention_wmean,Influence × sign(Sentiment),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_baseline,sum,sig_baseline_sum,Sentiment × Influence（原版）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_baseline,wmean,sig_baseline_wmean,Sentiment × Influence（原版）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bear_bounce,sum,sig_bear_bounce_sum,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bear_bounce,wmean,sig_bear_bounce_wmean,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bear_crowd_strict,sum,sig_bear_crowd_strict_sum,严格恐慌：bear_ratio>0.5 才 bear_crowd,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bear_crowd,sum,sig_bear_crowd_sum,看空帖占比 × 情绪反转（恐慌反弹）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bear_only,sum,sig_bear_only_sum,仅看空情绪 × Influence,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bear_only,wmean,sig_bear_only_wmean,仅看空情绪 × Influence,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bear_x_eng,sum,sig_bear_x_eng_sum,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bear_x_eng,wmean,sig_bear_x_eng_wmean,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bull_crowd,sum,sig_bull_crowd_sum,看多帖占比 × 情绪（拥挤做多，对照）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bull_fade,sum,sig_bull_fade_sum,仅明显看多帖反转（拥挤做多）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bull_fade,wmean,sig_bull_fade_wmean,仅明显看多帖反转（拥挤做多）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bull_only,sum,sig_bull_only_sum,仅看多情绪 × Influence,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bull_only,wmean,sig_bull_only_wmean,仅看多情绪 × Influence,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bull_x_eng,sum,sig_bull_x_eng_sum,看多帖 × 互动惊喜（对照）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_bull_x_eng,wmean,sig_bull_x_eng_wmean,看多帖 × 互动惊喜（对照）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_consensus_contrarian,sum,sig_consensus_contrarian_sum,行业共识情绪反转（|均值|×影响力）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_contrarian_orig,sum,sig_contrarian_orig_sum,仅原创帖（非 RT）反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_contrarian_orig,wmean,sig_contrarian_orig_wmean,仅原创帖（非 RT）反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_contrarian,sum,sig_contrarian_sum,−Sentiment × Influence（反转）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_contrarian_top3,sum,sig_contrarian_top3_sum,仅Top3 KOL的反转信号（日频 sum）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_contrarian_top3,wmean,sig_contrarian_top3_wmean,仅Top3 KOL的反转信号（日频 sum）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_contrarian_views,sum,sig_contrarian_views_sum,反转 × log(views),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_contrarian_views,wmean,sig_contrarian_views_wmean,反转 × log(views),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_contrarian,wmean,sig_contrarian_wmean,−Sentiment × Influence（反转）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_contrarian_x_viral,sum,sig_contrarian_x_viral_sum,反转 × 互动惊喜度（连续加权）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_contrarian_x_viral,wmean,sig_contrarian_x_viral_wmean,反转 × 互动惊喜度（连续加权）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_disagreement,sum,sig_disagreement_sum,sig_disagreement,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_dispersion_contrarian,sum,sig_dispersion_contrarian_sum,高分歧日 × 情绪反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_dual_confirm_contra,sum,sig_dual_confirm_contra_sum,看空 + 高互动双重确认反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_dual_confirm_contra,wmean,sig_dual_confirm_contra_wmean,看空 + 高互动双重确认反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_engagement,sum,sig_engagement_sum,情绪 × 相对自身互动惊喜度,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_engagement,wmean,sig_engagement_wmean,情绪 × 相对自身互动惊喜度,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_extreme_contrarian,sum,sig_extreme_contrarian_sum,仅极端情绪帖（|s|≥0.2）反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_extreme_contrarian,wmean,sig_extreme_contrarian_wmean,仅极端情绪帖（|s|≥0.2）反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_imbalance_contrarian,sum,sig_imbalance_contrarian_sum,情绪方向 × 影响力反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_imbalance_contrarian,wmean,sig_imbalance_contrarian_wmean,情绪方向 × 影响力反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_kol_breadth_contrarian,sum,sig_kol_breadth_contrarian_sum,参与 KOL 数 × 情绪反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_momentum_daily,sum,sig_momentum_daily_sum,跟随行业情绪动量（非反转）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
sig_momentum,sum,sig_momentum_sum,跟随情绪 × 影响力（非反转）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all,1d,1日,543
